user_id,session_id,timestamp,action,product_id,product_name,category,price_usd,size_selected,color_selected,payment_method,device,location,search_query
158,sess_1053,2025-08-12T23:41:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,,Navy,,iOS,"West Patrickborough, Jersey",
119,sess_7126,2025-08-08T08:27:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,L,Black,,iOS,"South Richardland, Jersey",
146,sess_6038,2025-08-11T21:32:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,XL,Black,,iOS,"East Christianport, China",
193,sess_8962,2025-08-04T03:35:00,add_to_cart,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,,Grey,,iOS,"West Barbara, Sierra Leone",
133,sess_9645,2025-08-28T14:33:00,search,,,,,,,,iOS,"North Michael, Turks and Caicos Islands",answer
169,sess_4295,2025-08-15T04:28:00,search,,,,,,,,Android,"Cobbfurt, Algeria",human
156,sess_9479,2025-08-21T13:08:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,S,Black,,Android,"Valdezhaven, Slovakia (Slovak Republic)",
102,sess_4770,2025-08-27T18:44:00,add_to_cart,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XS,,,iOS,"Millermouth, Liechtenstein",
129,sess_2104,2025-08-02T10:18:00,purchase,WSB021,Energy Bra Long Line,Women > Bras,58.0,XL,White,PayPal,Android,"West Mitchellbury, Pakistan",
127,sess_9834,2025-08-07T00:31:00,search,,,,,,,,iOS,"East Jennifertown, Bahamas",administration
200,sess_8749,2025-08-19T12:37:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,XS,,,Android,"West Christopher, Bulgaria",
145,sess_7939,2025-08-19T17:01:00,search,,,,,,,,iOS,"Jamesborough, Niue",nation
186,sess_2612,2025-08-03T18:12:00,search,,,,,,,,Android,"West Joannestad, Greece",nor
113,sess_5073,2025-08-09T17:16:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,S,Grey,,iOS,"North Davidberg, Reunion",
135,sess_8579,2025-08-12T08:51:00,view_product,SCK120,Power Stride Sock,Accessories,18.0,XL,Black,,iOS,"Pattonshire, Montenegro",
183,sess_9856,2025-08-01T16:07:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,S,Grey,,Android,"Elizabethport, Philippines",
161,sess_4502,2025-08-19T06:02:00,view_product,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,L,Black,,Android,"South Kristinaview, Syrian Arab Republic",
133,sess_8454,2025-08-13T23:34:00,search,,,,,,,,Android,"Port Kevin, Christmas Island",window
119,sess_4111,2025-08-14T12:05:00,add_to_cart,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XL,,,iOS,"Adamston, Holy See (Vatican City State)",
195,sess_6138,2025-08-03T14:26:00,view_product,SCK120,Power Stride Sock,Accessories,18.0,XL,Green,,iOS,"Mendozashire, Lebanon",
107,sess_9320,2025-08-04T15:30:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,XL,Black,,iOS,"South Rebecca, Guyana",
151,sess_2964,2025-08-26T22:14:00,add_to_cart,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XL,Black,,Android,"Spencertown, Namibia",
184,sess_9565,2025-08-15T09:33:00,purchase,MSH033,"Surge Short 6""",Men > Shorts,68.0,,,PayPal,iOS,"New Alexandra, Iceland",
133,sess_7484,2025-08-06T22:57:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,M,Black,Credit Card,Android,"West Christina, New Caledonia",
179,sess_2638,2025-08-04T08:01:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,S,Navy,,iOS,"West David, Colombia",
131,sess_7054,2025-08-13T23:16:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,XL,,,Android,"West Josephberg, Lebanon",
178,sess_9666,2025-08-01T08:32:00,purchase,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,Navy,Credit Card,iOS,"Raytown, Papua New Guinea",
195,sess_3546,2025-08-13T09:28:00,purchase,MSH033,"Surge Short 6""",Men > Shorts,68.0,,Navy,Apple Pay,Android,"Lisaville, Saint Helena",
164,sess_9004,2025-08-12T10:17:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,,Grey,,Android,"Micheleborough, Antigua and Barbuda",
105,sess_1058,2025-08-16T04:19:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,S,,,Android,"New Pamela, Yemen",
170,sess_8007,2025-08-26T12:39:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,XS,,,iOS,"North Amandaland, Indonesia",
169,sess_1590,2025-08-17T19:16:00,add_to_cart,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,S,Black,,Android,"Port Lisa, Uzbekistan",
146,sess_1653,2025-08-17T06:49:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,,Black,,Android,"New Austin, El Salvador",
199,sess_7658,2025-08-29T05:55:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,S,White,,Android,"South Amy, Turkmenistan",
103,sess_3938,2025-08-16T02:50:00,search,,,,,,,,iOS,"Marshallborough, Paraguay",already
134,sess_3608,2025-08-05T22:04:00,search,,,,,,,,iOS,"Joelstad, Latvia",stage
160,sess_4644,2025-08-10T01:59:00,search,,,,,,,,Android,"Garzaport, Lebanon",notice
139,sess_4728,2025-08-11T03:29:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,L,Navy,,Android,"Cardenasview, Benin",
108,sess_5573,2025-08-16T23:32:00,search,,,,,,,,Android,"North Kevin, Azerbaijan",authority
103,sess_2889,2025-08-12T21:18:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,XS,Black,,Android,"South Hunter, Germany",
144,sess_6139,2025-08-20T20:39:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XL,White,,Android,"Kimberlystad, Reunion",
105,sess_8144,2025-08-01T01:50:00,add_to_cart,JCK070,Define Jacket,Women > Jackets,118.0,L,Black,,Android,"New Heatherberg, Costa Rica",
179,sess_6143,2025-08-06T16:07:00,purchase,ACC050,Everywhere Belt Bag,Accessories,38.0,,Grey,PayPal,Android,"New Danielle, Nepal",
189,sess_5844,2025-08-26T05:33:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,L,,,Android,"Williamberg, French Southern Territories",
186,sess_3851,2025-08-29T00:18:00,purchase,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XL,Black,PayPal,Android,"Knappfort, Tokelau",
126,sess_8043,2025-08-27T09:29:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,L,Grey,Apple Pay,Android,"Hannahtown, Greece",
194,sess_3780,2025-08-30T23:38:00,view_product,ACC050,Everywhere Belt Bag,Accessories,38.0,XL,,,Android,"Andersonmouth, Aruba",
111,sess_4848,2025-08-15T03:03:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,S,Black,,iOS,"Navarrofort, South Africa",
131,sess_8784,2025-08-28T19:40:00,view_product,SCK120,Power Stride Sock,Accessories,18.0,L,,,iOS,"South Michelletown, Korea",
191,sess_7291,2025-08-23T11:59:00,search,,,,,,,,iOS,"Juanfurt, Saint Pierre and Miquelon",medical
118,sess_1090,2025-08-05T20:25:00,search,,,,,,,,iOS,"Erictown, Belarus",dog
122,sess_9486,2025-08-22T03:24:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,XS,Grey,,iOS,"Lake Harryland, Benin",
159,sess_9702,2025-08-26T10:29:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,XL,,,Android,"West Amanda, Uruguay",
170,sess_8305,2025-08-08T05:50:00,search,,,,,,,,Android,"Nguyenfurt, French Southern Territories",article
133,sess_5050,2025-08-30T00:29:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,,White,PayPal,Android,"Mooretown, Kazakhstan",
109,sess_5681,2025-08-11T16:07:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,M,Green,Credit Card,iOS,"Benjaminport, Guernsey",
119,sess_4788,2025-08-18T10:22:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,XS,Grey,,Android,"Lake Colleen, Georgia",
142,sess_9890,2025-08-22T04:54:00,search,,,,,,,,iOS,"East Ashley, Mayotte",ready
126,sess_7883,2025-08-18T17:24:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,L,Black,,Android,"New Christian, Montserrat",
138,sess_7389,2025-08-20T01:40:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,S,Navy,,Android,"Port Stevenfort, Cook Islands",
162,sess_1475,2025-08-18T16:44:00,purchase,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,,White,Google Pay,iOS,"Port Deannaton, Turkmenistan",
179,sess_9751,2025-08-02T05:27:00,search,,,,,,,,iOS,"North Loriton, South Georgia and the South Sandwich Islands",on
110,sess_8022,2025-08-07T04:13:00,search,,,,,,,,iOS,"South Debbieberg, Trinidad and Tobago",third
106,sess_5262,2025-08-18T06:04:00,purchase,MSH033,"Surge Short 6""",Men > Shorts,68.0,L,Navy,PayPal,Android,"East Krystalton, Saint Pierre and Miquelon",
135,sess_7906,2025-08-12T11:32:00,view_product,SCK120,Power Stride Sock,Accessories,18.0,XS,,,iOS,"Stevetown, Iraq",
144,sess_4673,2025-08-30T14:07:00,view_product,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XS,White,,iOS,"New Daniellefort, Tonga",
102,sess_3496,2025-08-11T20:33:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,,Black,,iOS,"Nicholaston, Mexico",
159,sess_5198,2025-08-17T18:55:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,Navy,,iOS,"West Dawnfort, Nicaragua",
174,sess_1420,2025-08-15T04:44:00,search,,,,,,,,Android,"Laraburgh, Mongolia",give
191,sess_4249,2025-08-04T11:00:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,,Navy,,iOS,"Petersstad, Congo",
172,sess_1672,2025-08-16T19:14:00,search,,,,,,,,Android,"Cartermouth, Norfolk Island",ever
108,sess_9289,2025-08-30T11:17:00,purchase,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,L,Grey,Credit Card,Android,"Walkerville, Saint Vincent and the Grenadines",
146,sess_8532,2025-08-07T23:06:00,search,,,,,,,,iOS,"East Marialand, Bolivia",term
193,sess_9548,2025-08-30T14:28:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,L,Grey,,Android,"Jamiemouth, Korea",
141,sess_5022,2025-08-04T22:39:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,S,Grey,,Android,"Melissaburgh, Wallis and Futuna",
143,sess_1470,2025-08-23T11:54:00,purchase,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,L,White,PayPal,Android,"Port Davidton, United States Virgin Islands",
143,sess_5581,2025-08-28T03:09:00,purchase,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XL,White,Credit Card,iOS,"South Justinburgh, Macao",
192,sess_7658,2025-08-23T05:39:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,,,,Android,"Mooreburgh, Luxembourg",
157,sess_1282,2025-08-05T05:38:00,purchase,MSH033,"Surge Short 6""",Men > Shorts,68.0,L,,Apple Pay,Android,"Charlesfurt, Svalbard & Jan Mayen Islands",
184,sess_7046,2025-08-22T12:55:00,purchase,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,,Green,PayPal,Android,"Bruceshire, Tonga",
189,sess_8434,2025-08-13T07:54:00,purchase,ACC050,Everywhere Belt Bag,Accessories,38.0,S,Black,Apple Pay,Android,"Sarahhaven, Kiribati",
115,sess_9779,2025-08-09T10:13:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,,Grey,,Android,"Stevenfort, Belize",
192,sess_9595,2025-08-28T03:51:00,purchase,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,Navy,Apple Pay,Android,"Simonhaven, Malawi",
122,sess_5952,2025-08-01T15:27:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,XS,Black,,Android,"Annchester, Hong Kong",
189,sess_3068,2025-08-30T00:43:00,search,,,,,,,,iOS,"Thompsonland, Bouvet Island (Bouvetoya)",visit
101,sess_5658,2025-08-22T08:42:00,search,,,,,,,,Android,"Johnsonborough, Yemen",body
143,sess_4020,2025-08-03T08:07:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,XS,Black,Google Pay,Android,"West Carly, Niger",
109,sess_1878,2025-08-07T21:43:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,XS,White,,iOS,"Port Jessicaside, Macedonia",
171,sess_7818,2025-08-28T14:15:00,add_to_cart,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,L,Grey,,Android,"Duaneland, Andorra",
175,sess_8025,2025-08-14T21:33:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,,,iOS,"New Thomasland, Korea",
133,sess_2330,2025-08-08T03:32:00,add_to_cart,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,XL,Black,,iOS,"South Betty, Korea",
100,sess_7693,2025-08-21T12:04:00,search,,,,,,,,Android,"East Stephanieview, New Caledonia",soon
104,sess_4792,2025-08-14T02:41:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,XS,,Apple Pay,Android,"Joannville, Iceland",
200,sess_4241,2025-08-20T08:21:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,,White,,Android,"Catherinestad, Bahamas",
118,sess_2169,2025-08-03T17:08:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,XL,,,Android,"East Kyleshire, Madagascar",
156,sess_3037,2025-08-22T07:56:00,purchase,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,M,Green,,Android,"Port Brentchester, Tanzania",
156,sess_2317,2025-08-28T05:12:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,,Navy,,Android,"Grayland, Uganda",
103,sess_2496,2025-08-11T10:02:00,view_product,ACC050,Everywhere Belt Bag,Accessories,38.0,XL,Black,,iOS,"New Adammouth, Panama",
160,sess_9502,2025-08-30T15:37:00,search,,,,,,,,Android,"Robertmouth, Saint Pierre and Miquelon",throw
123,sess_8141,2025-08-29T21:21:00,search,,,,,,,,iOS,"Piercetown, Zambia",game
160,sess_6700,2025-08-19T14:01:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,,Black,Apple Pay,Android,"New Williamland, Honduras",
152,sess_9117,2025-08-14T02:48:00,search,,,,,,,,iOS,"Taylorborough, Belgium",lawyer
158,sess_2442,2025-08-15T07:32:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,XS,Grey,,iOS,"Port Jessicaburgh, Andorra",
184,sess_9889,2025-08-22T00:36:00,search,,,,,,,,iOS,"Port Barry, Luxembourg",product
124,sess_9494,2025-08-17T11:09:00,search,,,,,,,,Android,"Port Daniel, Jamaica",military
197,sess_1845,2025-08-10T06:20:00,purchase,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,M,Grey,Google Pay,iOS,"Bradleyton, Sao Tome and Principe",
103,sess_4920,2025-08-08T04:59:00,purchase,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XL,Grey,Credit Card,iOS,"West Ryanton, United States of America",
114,sess_8560,2025-08-06T08:18:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,,Navy,,Android,"Hudsonview, Djibouti",
153,sess_8905,2025-08-22T11:47:00,add_to_cart,SCK120,Power Stride Sock,Accessories,18.0,XL,White,,Android,"Lake Richardton, Sri Lanka",
124,sess_9327,2025-08-07T05:06:00,view_product,ACC050,Everywhere Belt Bag,Accessories,38.0,L,Navy,,Android,"South Danielle, Barbados",
100,sess_5634,2025-08-14T14:06:00,search,,,,,,,,iOS,"West Christopher, Papua New Guinea",pass
157,sess_9824,2025-08-23T01:01:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,XL,Green,Google Pay,Android,"Burkeberg, Isle of Man",
141,sess_4090,2025-08-11T20:50:00,search,,,,,,,,iOS,"Jamesville, Czech Republic",write
199,sess_7730,2025-08-02T23:40:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,,Grey,Google Pay,iOS,"Tylerbury, New Zealand",
163,sess_1606,2025-08-06T17:53:00,purchase,WSB021,Energy Bra Long Line,Women > Bras,58.0,L,Black,,Android,"North Cathy, Australia",
101,sess_3361,2025-08-19T15:48:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,L,Navy,,Android,"Evanston, French Polynesia",
179,sess_7512,2025-08-30T13:47:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,,Green,,Android,"North Biancastad, Latvia",
140,sess_8994,2025-08-25T14:56:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,,,Android,"Lake Alberthaven, Tajikistan",
129,sess_2480,2025-08-20T18:00:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,L,White,,Android,"North Erinshire, Ethiopia",
103,sess_1753,2025-08-15T18:18:00,view_product,ACC050,Everywhere Belt Bag,Accessories,38.0,M,Navy,,Android,"Morrisfort, Burundi",
118,sess_5000,2025-08-25T04:10:00,search,,,,,,,,iOS,"East Christopherfurt, Korea",cut
121,sess_3868,2025-08-04T14:15:00,search,,,,,,,,iOS,"Nicholaschester, Guyana",better
163,sess_3344,2025-08-11T13:36:00,search,,,,,,,,Android,"Port Adambury, Ghana",point
158,sess_5183,2025-08-01T10:15:00,search,,,,,,,,Android,"Jenniferstad, Tokelau",dream
186,sess_9955,2025-08-08T04:33:00,view_product,SCK120,Power Stride Sock,Accessories,18.0,M,Green,,Android,"Stanleyfurt, Saint Pierre and Miquelon",
181,sess_7951,2025-08-12T09:10:00,search,,,,,,,,Android,"Melindachester, Tokelau",chair
125,sess_7302,2025-08-22T23:47:00,view_product,MSH033,"Surge Short 6""",Men > Shorts,68.0,L,Green,,Android,"Port Samanthaton, Guinea",
173,sess_5847,2025-08-14T10:28:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,M,Black,,iOS,"North Kristy, French Guiana",
177,sess_9138,2025-08-14T00:36:00,add_to_cart,JCK070,Define Jacket,Women > Jackets,118.0,S,,,iOS,"New Katherine, Mauritania",
179,sess_5106,2025-08-31T00:00:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,,,,iOS,"New Elizabeth, Zimbabwe",
139,sess_8222,2025-08-02T12:26:00,purchase,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,XS,Navy,PayPal,Android,"East Rachel, Hungary",
122,sess_4289,2025-08-07T00:21:00,purchase,ACC050,Everywhere Belt Bag,Accessories,38.0,S,Navy,Google Pay,Android,"East Scottmouth, Hong Kong",
195,sess_6549,2025-08-06T05:47:00,search,,,,,,,,iOS,"Tammybury, Cook Islands",different
118,sess_4696,2025-08-19T02:04:00,purchase,WSB021,Energy Bra Long Line,Women > Bras,58.0,L,Black,PayPal,iOS,"Ramirezchester, Namibia",
158,sess_7038,2025-08-12T22:21:00,search,,,,,,,,Android,"East Stephen, Aruba",shake
113,sess_4830,2025-08-22T10:58:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,XL,White,,iOS,"West Sarahstad, Cambodia",
181,sess_8606,2025-08-14T18:04:00,search,,,,,,,,iOS,"Lake Shawn, Palau",wide
117,sess_1742,2025-08-02T16:38:00,purchase,SCK120,Power Stride Sock,Accessories,18.0,XS,Black,Apple Pay,iOS,"Port Justin, Bhutan",
149,sess_8432,2025-08-17T21:14:00,search,,,,,,,,iOS,"Anthonyhaven, Anguilla",rock
153,sess_2622,2025-08-23T06:29:00,search,,,,,,,,Android,"East Trevorland, Spain",peace
104,sess_7070,2025-08-10T21:18:00,search,,,,,,,,Android,"Port Patriciamouth, Macedonia",wife
130,sess_6942,2025-08-05T12:31:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,XS,Grey,PayPal,iOS,"Gregoryville, Venezuela",
115,sess_8450,2025-08-05T04:07:00,add_to_cart,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,XS,Navy,,iOS,"New Michaelchester, Nigeria",
116,sess_4362,2025-08-04T02:56:00,add_to_cart,MSH033,"Surge Short 6""",Men > Shorts,68.0,S,Navy,,iOS,"North Debra, Guinea-Bissau",
200,sess_1046,2025-08-13T14:51:00,add_to_cart,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,XL,Navy,,iOS,"Port Melissaborough, China",
114,sess_1422,2025-08-06T23:57:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,S,Green,,Android,"Peterport, Paraguay",
102,sess_3854,2025-08-13T01:51:00,view_product,MTS011,Metal Vent Tech Short Sleeve Shirt,Men > Tops,78.0,,Grey,,iOS,"East Bradley, Singapore",
195,sess_2041,2025-08-22T16:11:00,search,,,,,,,,Android,"East Steve, Cuba",hand
165,sess_2786,2025-08-21T13:42:00,add_to_cart,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,,,,Android,"Thompsonfurt, Singapore",
158,sess_1510,2025-08-03T18:26:00,search,,,,,,,,Android,"West Samanthaview, Turkmenistan",these
154,sess_2768,2025-08-23T07:30:00,search,,,,,,,,iOS,"New Samantha, Svalbard & Jan Mayen Islands",use
110,sess_6277,2025-08-28T16:25:00,add_to_cart,WSB021,Energy Bra Long Line,Women > Bras,58.0,S,Navy,,Android,"Jonathantown, Netherlands Antilles",
148,sess_9692,2025-08-14T10:06:00,search,,,,,,,,Android,"Welchshire, Mali",past
112,sess_2874,2025-08-30T19:07:00,add_to_cart,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,L,White,,Android,"Julieview, Saint Barthelemy",
143,sess_8430,2025-08-19T03:31:00,search,,,,,,,,iOS,"Michaelchester, Bosnia and Herzegovina",sure
140,sess_7992,2025-08-15T05:21:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,S,,Google Pay,iOS,"Port Mark, Algeria",
111,sess_2398,2025-08-05T05:49:00,search,,,,,,,,iOS,"Wrightberg, El Salvador",wonder
195,sess_7105,2025-08-06T22:07:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,,Black,,Android,"North Cherylton, Sao Tome and Principe",
145,sess_7929,2025-08-03T08:11:00,purchase,ACC050,Everywhere Belt Bag,Accessories,38.0,M,Black,,iOS,"New Glenn, Saint Lucia",
119,sess_8900,2025-08-11T04:56:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,XL,Navy,,iOS,"Denisehaven, Italy",
197,sess_5564,2025-08-27T03:04:00,add_to_cart,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XL,Green,,iOS,"East Kimberlymouth, Micronesia",
177,sess_5381,2025-08-02T07:37:00,add_to_cart,ACC050,Everywhere Belt Bag,Accessories,38.0,,Navy,,Android,"Lisahaven, Swaziland",
144,sess_1100,2025-08-09T06:08:00,add_to_cart,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XS,White,,iOS,"Jonesmouth, Tunisia",
111,sess_9691,2025-08-10T18:58:00,search,,,,,,,,Android,"Christensenview, Kyrgyz Republic",into
158,sess_6585,2025-08-08T03:55:00,purchase,ACC050,Everywhere Belt Bag,Accessories,38.0,,Navy,,iOS,"Meganmouth, Heard Island and McDonald Islands",
106,sess_3549,2025-08-08T03:56:00,view_product,WSB021,Energy Bra Long Line,Women > Bras,58.0,M,Grey,,Android,"Lake Alan, Macao",
162,sess_8242,2025-08-19T20:23:00,purchase,MSH033,"Surge Short 6""",Men > Shorts,68.0,XL,Black,PayPal,Android,"Jamesburgh, Solomon Islands",
114,sess_5640,2025-08-27T23:51:00,search,,,,,,,,Android,"Markstad, United States Virgin Islands",think
105,sess_4612,2025-08-18T23:43:00,view_product,WTP001,"Align™ High-Rise Pant 25""",Women > Pants,98.0,S,Navy,,iOS,"Lake Thomashaven, Haiti",
198,sess_3248,2025-08-12T15:05:00,purchase,JCK070,Define Jacket,Women > Jackets,118.0,XS,Black,Google Pay,Android,"Lindaside, Netherlands Antilles",
122,sess_3116,2025-08-18T07:17:00,add_to_cart,JCK070,Define Jacket,Women > Jackets,118.0,XS,Grey,,iOS,"Taylorborough, French Southern Territories",
155,sess_1307,2025-08-21T22:10:00,view_product,JCK070,Define Jacket,Women > Jackets,118.0,XL,Grey,,Android,"East Matthewmouth, Lesotho",
190,sess_7843,2025-08-14T04:13:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XS,Navy,,iOS,"East Amandatown, Saint Kitts and Nevis",
179,sess_8538,2025-08-17T11:14:00,view_product,MHD099,City Sweat Pullover Hoodie,Men > Hoodies,108.0,XS,White,,Android,"West Aimeebury, Gabon",
